link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/vivid-coronavirus-dreams-pandemic-experts-decode_l_5e987fefc5b6a92100e3d40b,Having Vivid Coronavirus Dreams During The Pandemic? Experts Decode Them.,WELLNESS,All those weird COVID-19 dreams you've been having are a normal reaction to social distancing — and there is meaning behind them.,Brittany Wong,2020-04-18
https://www.huffpost.com/entry/us-fraud-charges-huawei_n_5c4f773de4b00906b26c4b36,"U.S. Charges Chinese Tech Giant Huawei, Top Executive",BUSINESS,A 13-count indictment was unsealed in New York.,"Michael Balsamo, AP",2019-01-28
https://www.huffpost.com/entry/more-starbucks-stores-vote-to-unionize-victory-labor-campaign_n_622925e8e4b0fe0944d0a44d,3 More Starbucks Stores Vote To Unionize In Another Victory For Labor Campaign,BUSINESS,That makes six union Starbucks stores with more than a hundred others seeking elections.,Dave Jamieson,2022-03-09
https://www.huffpost.com/entry/us-april-jobs-report-2022_n_627517dfe4b009a811c295ec,"US Added 428,000 Jobs In April Despite Surging Inflation",BUSINESS,"At 3.6%, unemployment nearly reached the lowest level in half a century.","Paul Wiseman, AP",2022-05-06
https://www.huffingtonpost.com/entry/the-5-best-and-most-affordable-places-to-travel-in_us_5ac51346e4b0042efc0464db,The 5 Best (And Most Affordable) Places To Travel In April,TRAVEL,"If you’re smart about where you place that pin on the map, you can even trade some rainy days for sunshine.","PureWow, Editorial Partner",2018-04-06
https://www.huffpost.com/entry/anthony-varvaro-dead_n_631f6827e4b027aa405e1899,"Anthony Varvaro, MLB Pitcher Turned Transit Cop, Dies In Crash On Way To 9/11 Ceremony",SPORTS,Varvaro pitched mostly with the Atlanta Braves and started his law enforcement career in 2016.,,2022-09-12
https://www.huffpost.com/entry/justice-department-cant-say-more-about-mar-a-lago-raid_n_62f2a8ebe4b0f9d8c0213b04,Why The Justice Department Can’t Say More About The Mar-A-Lago Raid,POLITICS,And why Donald Trump can.,Kevin Robillard,2022-08-09
https://www.huffingtonpost.com/entry/united-bans-many-popular-dog-and-cat-breeds-from-cargo-holds-after-pet-deaths_us_5ae980eee4b06748dc8dcd86,United Bans Many Popular Dog And Cat Breeds From Cargo Holds After Pet Deaths,TRAVEL,The airline unveiled new restrictions in its pet transportation policy.,Dominique Mosbergen,2018-05-02
https://www.huffpost.com/entry/coronavirus-pandemic-bubble-friends_l_5fb6acc3c5b6f00bd84e6563,How To Close Up Your Pandemic Bubble Without Losing Friends,WELLNESS,Small social gatherings are helping fuel the coronavirus crisis. It might be time to close up your pandemic bubble or quarantine pod.,Brittany Wong,2020-11-23
https://www.huffingtonpost.com/entry/flight-attendants-christmas-tunes_us_5a41c4f9e4b0b0e5a7a3170a,Watch These Flight Attendants Stun Travelers With Beautiful Christmas Tunes,TRAVEL,So impressive!,Rebecca Shapiro,2017-12-26
https://www.huffpost.com/entry/nfl-player-panthers-stops-fight_n_62f749dde4b0ab35e0b34afc,Video Shows NFL Player Hopping Into Stands To Stop Fighting Fans,SPORTS,"D.J. Moore's cameo took place during ""Fan Fest,"" an event organized by the Carolina Panthers.",Ben Blanchet,2022-08-13
https://www.huffpost.com/entry/mlb-spring-training-canceled-march-4_n_62101260e4b08ee35ee260cb,MLB Cancels Spring Games Through March 4 Due To Lockout,SPORTS,The announcement came a day after economic talks between the management and the Major League Baseball Players Association lasted just 15 minutes.,"Ronald Blum, AP",2022-02-18
https://www.huffingtonpost.com/entry/amazon-holding-seattle-hostage_us_5af5ba76e4b032b10bfa4285,How Amazon Is Holding Seattle Hostage,BUSINESS,"The city wants to tax large corporations to pay for homeless housing, but Jeff Bezos isn't pleased.",Michael Hobbes,2018-05-12
https://www.huffpost.com/entry/raven-saunders-shot-put-silver-x-gesture_n_61076647e4b0d1b96e6749a8,"Shot-Putter Raven Saunders Defends ‘X’ Gesture, In Honor Of All Who Are Oppressed",SPORTS,"“Shout out to all my Black people. Shout out to all my LBGTQ community. Shout out to everybody dealing with mental health,"" Saunders said.",Nick Visser,2021-08-02
https://www.huffpost.com/entry/best-happiness-advice-therapy_l_615ddc3ee4b06f0ef28bb101,The Best Happiness Advice People Learned In Therapy,WELLNESS,Keep this wisdom from therapists tucked away for when you need a boost.,Nicole Pajer,2021-10-14
https://www.huffpost.com/entry/world-markets-russia-ukraine_n_62171853e4b0f800ce1bed3a,Russian Military Action In Ukraine Causes Oil Prices To Soar,BUSINESS,Asian and European stock markets plunged and oil prices surged to nearly $100 a barrel Thursday after Russia attacked Ukraine.,"Joe McDonald, AP",2022-02-24
https://www.huffpost.com/entry/lindsey-graham-marilyn-hassan_n_62f0dc75e4b0ecfe3f722a5e,Lindsey Graham Scolded For Senate Outburst At Maggie Hassan,POLITICS,Graham directly insulted Hassan and presiding officer Chris Murphy (D-Conn.) stepped in.,Ron Dicker,2022-08-08
https://www.huffpost.com/entry/mindfulness-meditation-racial-trauma_l_5f19df61c5b6128e6822bc25,How Mindfulness Can Help With Racial Trauma,WELLNESS,Experts share the profound mental health benefits of a regular meditation practice and resources to get started.,Kate Mooney,2020-07-24
https://www.huffpost.com/entry/bc-bbo-lockout_n_621ddf6fe4b06e1cc5946ebc,MLB Pushes Labor-Deal Deadline To Tuesday For March 31 Start,SPORTS,Major League Baseball extended its deadline for rescuing opening day and a 162-game season until Tuesday at 5 p.m.,"Ronald Blum, AP",2022-03-01
https://www.huffingtonpost.com/entry/trump-auto-probe-china-tariffs_us_5b067d30e4b07c4ea105063a,"U.S. Launches Auto Import Probe, China Vows To Defend Its Interests",BUSINESS,The investigation could lead to new U.S. tariffs similar to those imposed on imported steel and aluminum in March.,"David Shepardson and Jeff Mason, Reuters",2018-05-24
https://www.huffingtonpost.com/entry/the-best-mens-duffel-bags-for-your-weekend-travels_us_5aaafa64e4b0337adf82657b,13 Of The Best Men's Duffel Bags For Your Weekend Travels,TRAVEL,Durable weekend duffel bags that'll get you there.,Brittany Nims,2018-03-16
https://www.huffpost.com/entry/after-delay-biden-readies-student-loan-help-payment-pause_n_63054fc1e4b00c150d65c210,"After Delay, Biden Readies Student Loan Help, Payment Pause",POLITICS,The precise details of President Joe Biden’s plan were being kept to an unusually small circle within the Biden administration.,"Seung Min Kim, Michael Balsamo and Chris Megerian, AP",2022-08-23
https://www.huffingtonpost.com/entry/10-most-popular-travel-experiences-in-the-world_us_5a8c5083e4b03414379ab931,10 Most Popular Travel Experiences In The World,TRAVEL,"If you’re looking for some wanderlust inspiration for your next getaway, look no further. TripAdvisor just released its list","Hannah Kramer, AOL.com",2018-02-20
https://www.huffpost.com/entry/malik-willis-mom-grandma_n_626bf17ae4b0cca6755553d8,NFL Network Introduces Malik Willis' 'Mom' At NFL Draft — But It Wasn't His Mom,SPORTS,The quarterback prospect from Liberty University good-naturedly corrected the misstep.,Ron Dicker,2022-04-29
https://www.huffpost.com/entry/markwayne-mullin-wins-oklahoma-repubican-primary-senate_n_63054959e4b0f72c09dbbb56,Markwayne Mullin Wins Oklahoma Republican Primary To Succeed GOP Sen. Jim Inhofe,POLITICS,The five-term House member is known as a staunch President Biden critic and loyal Donald Trump supporter.,Jonathan Nicholson,2022-08-24
https://www.huffingtonpost.com/entry/the-5-best-and-most-affordable-places-to-travel-in_us_5aa1803fe4b05796fcd3ba0f,The 5 Best (And Most Affordable) Places To Travel in March,TRAVEL,"1. Miami, Florida","PureWow, Editorial Partner",2018-03-08
https://www.huffpost.com/entry/womens-basketball-olympics-gold-medal_n_610f567fe4b06253fa5014be,U.S. Women's Basketball Defeats Japan To Win 7th Straight Gold Medal,SPORTS,"Brittney Griner scored 30 points, and the United States won its seventh straight gold medal in women’s basketball, beating Japan 90-75.","DOUG FEINBERG, AP",2021-08-08
https://www.huffpost.com/entry/biden-us-forces-defend-taiwan-against-china_n_6327ec68e4b0ed021dfe3695,Biden Says U.S. Forces Would Defend Taiwan If China Invaded,POLITICS,President issues vow as tensions with China rise.,,2022-09-19
https://www.huffpost.com/entry/ted-cruz-obergefell-decision-wrong-roe-wade_n_62d42765e4b0116f21bcf44c,Senator Ted Cruz Says Supreme Court Was Wrong In Same-Sex Marriage Ruling,POLITICS,"The Republican said the 2015 Obergefell v. Hodges ruling, which legalized same-sex marriage across the country, ""was clearly wrong"" and ""overreaching.”",Nina Golgowski,2022-07-17
https://www.huffpost.com/entry/fertility-treatment-debt-ivf-cost_l_62e00b8ae4b000da24053610,Fertility Treatment Puts Many Families In Debt. Here's How To Manage It.,WELLNESS,Experts share their advice for easing the financial burden of IVF and other costly procedures.,Caroline Bologna,2022-08-05
https://www.huffpost.com/entry/biden-response-muslim-shootings-new-mexico_n_62f016bae4b0c550161b1f9b,Biden Expresses Solidarity With Muslim Community After Albuquerque Killings,POLITICS,"President Joe Biden’s response comes two days after a fourth Muslim man was found dead in what New Mexico's governor called a ""targeted"" attack.",Nina Golgowski,2022-08-07
https://www.huffpost.com/entry/child-care-paid-leave-inflation-reduction-act_n_630197cae4b0f7df9bb1045e,This Is The Bittersweet Part Of Democrats' Sweet Legislative Victory,POLITICS,"Democrats were on the cusp of transforming paid leave, child care and home care. Now they're figuring out where they came up short — and when they might get the opportunity to try again.",Jonathan Cohn,2022-08-22
https://www.huffpost.com/entry/honeymoon-destinations-united-states_l_62445c87e4b0e44de9bbfb72,Lovely Honeymoon Destinations In The U.S.,TRAVEL,"Newlyweds don't have to travel too far for a relaxing, scenic vacation.",Caroline Bologna,2022-04-07
https://www.huffpost.com/entry/caitlin-bernard-amy-coney-barrett-kidnapping-abortion-threat-organization_n_62d33382e4b0116f21bc80c4,Ohio Girl's Abortion Doctor Once Targeted In Vicious Kidnapping Threat: Report,POLITICS,Dr. Caitlin Bernard is also currently listed on the website of a militant anti-abortion group with ties to Supreme Court Justice Amy Coney Barrett.,Mary Papenfuss,2022-07-17
https://www.huffpost.com/entry/covid-19-booster-shot-questions_l_611bbc39e4b0aa4a854072b7,The Most Common COVID-19 Booster Shot Questions Answered,WELLNESS,Here's what the latest news on the additional doses means for you.,Catherine Pearson,2021-08-18
https://www.huffingtonpost.com/entry/ultimate-hiking-destinations_us_5a130ea4e4b010527d677f0a,7 Ultimate Hiking Destinations,TRAVEL,"7. Appalachian Trail - Ellijay, USA This trek is one of the longest hiking-only footpaths in the world, taking you through","Booking.com, ContributorA HuffPost Brand Forum partner; the global leader in connectin...",2017-11-29
https://www.huffingtonpost.com/entry/twitter-suspends-terrorism-accounts_us_5ac69dbfe4b07a3485e29f6b,Twitter Has Suspended 1.2 Million Accounts For 'Terrorist Content',BUSINESS,The company touts improved in-house tracking tools for steering abusive accounts away from the site.,Mary Papenfuss,2018-04-06
https://www.huffpost.com/entry/donald-trump-fbi-classified-republicans_n_630f5edfe4b065bfc4b3d2ac,Republicans Ignore Trump's Hoarding Of Classified Documents,POLITICS,"The GOP is continuing to contort itself in defense of Donald Trump, despite new information relating to classified documents held at his Florida estate.",Igor Bobic,2022-08-31
https://www.huffpost.com/entry/diego-maradona-hand-of-god-shirt_n_62738d82e4b00fbab62a1e50,Diego Maradona's 'Hand Of God' Jersey Sells For Record Sum,SPORTS,The Argentine soccer superstar wore the shirt when he scored the controversial goal against England in the 1986 World Cup.,"JILL LAWLESS, AP",2022-05-05
https://www.huffpost.com/entry/compassion-fatigue-signs_l_62bca565e4b065b10acfcceb,What Is Compassion Fatigue? Here Are The Signs You're Experiencing It.,WELLNESS,The onslaught of bad news — from the abortion rights ruling to mass shootings to COVID — can lead to a unique type of burnout.,Julia Ries,2022-07-01
https://www.huffingtonpost.com/entry/housing-homeless-los-angeles_us_5ad0bf28e4b016a07e9bd831,"In Los Angeles, Bitter Tensions Over Where To House The Homeless Rile Communities",BUSINESS,"Voters approved a plan for supportive housing, but disputes over where to put it have stalled progress.",Razzan Nakhlawi,2018-04-14
https://www.huffpost.com/entry/hope-solo-alcohol-treatment-postpone-soccer-hall-of-fame_n_626c6dede4b029505df26a79,Hope Solo Asks To Postpone Hall Of Fame Ceremony So She Can Go To Rehab,SPORTS,"The former U.S. Women’s National Team goalie said, “at this time, my energies and focus are totally directed to my health, healing and taking care of my family.”",David Moye,2022-04-29
https://www.huffpost.com/entry/morning-habits-reduce-stress_l_61e70044e4b0c6802eecb04b,6 Morning Habits That'll Make You Feel Like You Have Your Life Together,WELLNESS,"Follow these simple, expert-backed hacks and inject your a.m. with a little calm and confidence.",Catherine Pearson,2022-01-19
https://www.huffpost.com/entry/mental-health-2022_l_61cb81f6e4b0bcd2194ea1e9,22 Tiny Mental Health Habits That Can Improve Your Life In 2022,WELLNESS,"Self-care won't solve every problem, but these quick and easy activities may at least bring some happiness to your day.",Amber Gibson,2021-12-28
https://www.huffpost.com/entry/stop-living-like-we-arent-in-pandemic_l_5f1f179dc5b69fd473101f14,Stop Trying To Live Like We Aren't In A Pandemic,WELLNESS,"As COVID-19 cases surge, many Americans are ignoring health guidelines with beach days and vacations. Pretending the coronavirus crisis doesn't exist will just stretch it out longer.",Brittany Wong,2020-07-28
https://www.huffpost.com/entry/safe-drink-water-fountain-covid-19_l_5f354030c5b6fc009a629713,Is It Safe To Drink From A Water Fountain During The COVID-19 Pandemic?,WELLNESS,Here's a brief rundown of the coronavirus risk associated with drinking from a public water fountain.,,2020-08-13
https://www.huffpost.com/entry/pandemic-affects-poop-how-to-deal_l_5eac6baec5b626fdfbc0c4a6,How A Pandemic Affects Your Poop And How To Deal With It,WELLNESS,Experts explain why your bowel movements may be messed up during the coronavirus lockdown.,Kate Bratskeir,2020-05-04
https://www.huffpost.com/entry/gamestop-soars-stock-market-wall-street_n_60149d28c5b653f644d3cf87,GameStop Soars Again; Wall Street Bends Under The Pressure,BUSINESS,"The video game retailer shot up nearly 70%, clawing back much of its steep loss from the day before.","Stan Choe, Damian J. Troise, and Alex Veiga, AP",2021-01-30
https://www.huffpost.com/entry/signs-of-teeth-grinding_l_6307b72ee4b0f7df9bb7e34f,6 Signs You’re Grinding Your Teeth At Night (And What To Do About It),WELLNESS,"Beyond toothaches, there are other common red flags that you're dealing with nighttime teeth grinding.",Jillian Wilson,2022-08-30
https://www.huffpost.com/entry/dan-goldman-declares-victory-new-york-democratic-primary-house-seat_n_630595dae4b0e323a25a020a,"Dan Goldman, Narrowly Leading In New York Democratic Primary, Declares Victory",POLITICS,"But the congressional race has not been officially called, and rival Yuh-Line Niou declined to concede.",Daniel Marans,2022-08-24
https://www.huffpost.com/entry/driver-live-streamed-passengers_n_5b54bf3de4b0fd5c73c6710f,Uber Driver Suspended After Secretly Livestreaming Passengers On Twitch,BUSINESS,Jason Gargac reportedly filmed more than 700 rides for online audiences without his passengers' knowledge.,Nina Golgowski,2018-07-22
https://www.huffingtonpost.com/entry/united-suspends-pets-cargo-travel_us_5ab12b25e4b0eb3e2b30dd18,United Airlines Temporarily Suspends Cargo Travel For Pets,TRAVEL,"The decision follows multiple pet-related mishaps, including the death of a puppy.",Elyse Wanshel,2018-03-20
https://www.huffpost.com/entry/products-sleep-hot_l_60feee2de4b0a807eeb4c9ad,10 Cooling Products That'll Help You Sleep When It's Unbearably Hot,WELLNESS,A/C not cutting it? Try one of these items to keep you sweat free while you snooze.,Nicole Pajer,2021-08-05
https://www.huffpost.com/entry/mike-bossy-islanders-dead-dies_n_62597d4be4b066ecde12ef79,"Mike Bossy, Islanders Great And 4-Time Stanley Cup Champion, Dies At 65",SPORTS,The New York Islanders star had been diagnosed with lung cancer.,"Stephen Whyno, AP",2022-04-15
https://www.huffpost.com/entry/tesla-elon-musk-autopilot-self-driving-china_n_608377a1e4b02e74d21998b8,Watch Consumer Reports Trick A Tesla Into Driving Without A Driver,BUSINESS,The problem was exposed after two men were killed in a Tesla that authorities said was driverless but CEO Elon Musk denied.,Mary Papenfuss,2021-04-24
https://www.huffpost.com/entry/bc-russia-ukraine-war-sports_n_621f897ce4b0ce76f63415a0,"Russians Face More Sports Sanctions, But Not At Paralympics",SPORTS,Russian athletes have been restricted from competing in more sporting events around the world but the Paralympics made an exception.,"JAMES ELLINGWORTH, AP",2022-03-02
https://www.huffpost.com/entry/elon-musk-offer-buy-twitter_n_6257f589e4b0723f8015dc78,Elon Musk Offers To Buy 100% Of Twitter,BUSINESS,"“My offer is my best and final offer and if it is not accepted, I would need to reconsider my position as a shareholder,” Musk said in a filing.",Marita Vlachou,2022-04-14
https://www.huffingtonpost.com/entry/disney-parks-street-view_us_5a9f92e2e4b0e9381c1379ea,Take A Virtual Disney Vacation With Stunning New Google Street View Maps,TRAVEL,Visit Disneyland and Disney World on the same day without leaving home.,Ed Mazza,2018-03-07
https://www.huffingtonpost.com/entry/claires-bankruptcy_us_5ab00d6de4b0e862383a6ee6,Claire's Is Entering A New Chapter In Life: Bankruptcy,BUSINESS,Growing up is never easy.,Rebecca Shapiro,2018-03-19
https://www.huffpost.com/entry/unemployment-benefits-recession_n_6317aa40e4b0faa556c1c634,The Unemployment Insurance System Is Not Ready For The Next Recession,POLITICS,"States are cutting back, and Congress is unlikely to step in even after the pandemic exposed the unemployment system's shortcomings.",Arthur Delaney,2022-09-07
https://www.huffpost.com/entry/leslie-jones-rhythmic-gymnastics-olympics_n_610e4316e4b0cc1278bc6e88,Leslie Jones' Uncensored Commentary Puts Olympic Rhythmic Gymnastics On The Map,SPORTS,"The former ""Saturday Night Live"" comedian provided her unique perspective, and the sport may never be the same.",Ron Dicker,2021-08-07
https://www.huffpost.com/entry/suraj-patel-new-york-12-primary-tightening_n_62e6b5a3e4b09d14dc439816,Challenger Suraj Patel’s Poll Shows Tightening Race In Key New York Primary,POLITICS,Patel is taking on Reps. Carolyn Maloney and Jerry Nadler for the Democratic nomination in a Manhattan congressional district.,Daniel Marans,2022-08-01
https://www.huffingtonpost.com/entry/parents-target-psychology_us_5aa7fba3e4b0e872b4bf5244,There Are Psychological Reasons Parents Are So Obsessed With Target,BUSINESS,"Marketing experts, therapists and parents weigh in.",Caroline Bologna,2018-03-29
https://www.huffpost.com/entry/kari-lake-donald-trump-arizona-governor_n_62d6e010e4b092a3f6c19b2a,Kari Lake Walked Away From A Career In Journalism. Now She's Running For Governor By Bashing The Media.,POLITICS,"To curry favor with Arizona’s far right, the former TV anchor is leveraging her unique background and using the media as a punching bag. It just might work.",Liz Skalka,2022-07-22
https://www.huffpost.com/entry/2021-no-cure-all-for-2020_l_5fe22cc3c5b66809cb2e0977,A Gentle Reminder That 2021 Isn't Going To Be A Magical Cure For 2020,WELLNESS,Here's how to protect your mental health so you can (even slightly!) handle the COVID-19 pandemic next year.,Nicole Pajer,2020-12-31
https://www.huffingtonpost.com/entry/toys-r-us-founder-charles-lazarus-94-dies-as-his-empire-comes-to-a-close_us_5ab4043be4b054d118e0ef44,"Toys R Us Founder Charles Lazarus, 94, Dies As His Empire Comes To A Close",BUSINESS,Lazarus was 94 years old.,Rebecca Shapiro,2018-03-22
https://www.huffpost.com/entry/cpac-fake-jail-jan-6-rioter_n_62ed419fe4b0c5501619eace,CPAC Has A Special Exhibit: A Sobbing Jan. 6 Rioter In Jail,POLITICS,"“Instead of dancing, you stand around and watch this guy cry,” said one journalist describing the bizarre scene.",Ryan Grenoble,2022-08-05
https://www.huffpost.com/entry/danny-meyer-union-square-hospitality-group-ppp-funds_n_5f0a80f3c5b67a80bc08810d,Turns Out Shake Shack Founder Took At Least $11 Million In Coronavirus Aid After All,BUSINESS,Does this mean we all get free hamburgers?,Mary Papenfuss,2020-07-12
https://www.huffpost.com/entry/drinking-empty-stomach-does-to-body_l_5f19c497c5b6296fbf3f5775,What Drinking On An Empty Stomach Does To Your Body,WELLNESS,"In some cases, significant alcohol consumption without eating can lead to dangerous consequences.",Natasha Hinde,2020-07-23
https://www.huffpost.com/entry/biden-moonshot-cancer-speech_n_631f337ee4b082746be1d2bf,"In A Nod To JFK, Joe Biden Pushing 'Moonshot' To Fight Cancer",POLITICS,Biden plans to draw attention to a new federally backed study that seeks to validate using blood tests to screen against multiple cancers.,"Zeke Miller and Carla K. Johnson, AP",2022-09-12
https://www.huffpost.com/entry/boston-marathon-nonbinary-runners_n_631fade4e4b046aa0237a055,Boston Marathon To Make Race More Inclusive For Nonbinary Runners,SPORTS,The race's organizers say nonbinary athletes won't have to register with the men's or women's divisions and provided qualifying times to guide their training.,Sanjana Karanth,2022-09-12
https://www.huffpost.com/entry/inflation-reduction-act-analysis_n_62f5bdcbe4b0288b61a325d0,Democrats’ Inflation Reduction Act Expected To Do Little To Reduce Inflation,POLITICS,"The bill was also touted as lowering the deficit, but by how much is uncertain.",Jonathan Nicholson,2022-08-12
https://www.huffpost.com/entry/house-republicans-voted-against-birth-control-protections_n_62d84d4be4b03dbb9913f86d,195 House Republicans Voted Against Birth Control Protections,POLITICS,"The House passed the Right to Contraception Act, which would codify the right to birth control amid fears that conservatives are coming for that next.",Alanna Vagianos,2022-07-21
https://www.huffingtonpost.com/entry/tripadvisors-most-popular-us-destinations-of-2018_us_5ab115a5e4b00549ac7f7ae8,"The Most Popular U.S. Destinations Of 2018, According To TripAdvisor",TRAVEL,Get inspired for your next getaway.,Amanda Pena,2018-03-20
https://www.huffingtonpost.com/entry/uber-halt-self-driving-cars-california_us_5abaa6ede4b03e2a5c7704ad,"Uber Halts Self-Driving Car Tests In California, Where It Didn't Test Much Anyway",BUSINESS,The consequences of a fatal crash in Arizona continue.,Ryan Grenoble,2018-03-27
https://www.huffpost.com/entry/eric-dickerson-super-bowl-tickets_n_6208da36e4b04af87f3e6b1b,Rams Legend Eric Dickerson Rejects Super Bowl Tickets 'In The Rafters',SPORTS,The Hall of Fame running back gave the tickets to his sister and said he would probably watch the Rams-Bengals game at home.,Ron Dicker,2022-02-13
https://www.huffpost.com/entry/airlines-flights-free-food-snacks_l_5d9b30c7e4b0993898035852,"Which Airline To Fly Based On The Free Snacks, Because Free Snacks",TRAVEL,Fly Jet Blue for Terra chips and Delta for Biscoff cookies.,Jamie Feldman,2019-10-07
https://www.huffpost.com/entry/biden-student-loans-borrowers-await-plan_n_6306459ee4b00c150d671219,Student Loan Borrowers Await Biden Plan On Debt Forgiveness,POLITICS,"If Biden's plan survives legal challenges that are almost certain to come, it could offer a windfall to a swath of the nation in the run-up to this fall's midterm elections.","Seung Min Kim, Michael Balsamo, Chris Megerian and Zeke Miller, AP",2022-08-24
https://www.huffpost.com/entry/white-workers-rehired-faster-black-workers_n_5f5fa3c0c5b68d1b09c5eabc,White Workers Are Getting Hired Back Twice As Fast As Black Workers,BUSINESS,Nearly all the improvement in the unemployment rate over the past few months has been for white workers.,Emily Peck,2020-09-15
https://www.huffingtonpost.com/entry/trump-hotels-yelp-review_us_5a5e8b5ee4b096ecfca87d6e,Yelp Users Are Dragging Trump Hotels By Leaving ‘S**thole’ Reviews,TRAVEL,"“Perhaps the Trump brand could take some lessons from Norway, where they have the BEST hotels.""",Elyse Wanshel,2018-01-18
https://www.huffpost.com/entry/chest-pain-heart-signs-symptoms_l_6283e7aee4b003ed29678afa,How To Tell If Your Chest Pain Is A Heart Problem,WELLNESS,Concerned your chest pain might be heart-related? Look for these signs to know what you're dealing with — and whether you need reach out to your doctor ASAP.,Ashley Broadwater,2022-08-19
https://www.huffpost.com/entry/doj-trump-team-propose-candidates-for-special-master-in-mar-a-lago-probe_n_631bed8be4b0ed021df2bd38,"US, Trump Team Propose Names For Arbiter In Mar-A-Lago Probe",POLITICS,The Justice Department proposed two retired judges for the role. Trump’s team proposed a retired judge and a lawyer.,"Eric Tucker and Nomaan Merchant, AP",2022-09-10
https://www.huffingtonpost.com/entry/disney-star-wars-land-opening-date_us_5b0503a7e4b0784cd2af8955,Disney Reveals Opening Seasons For 'Star Wars' Theme Park Lands,TRAVEL,Star Wars: Galaxy's Edge will open at Disneyland before Disney World.,Ed Mazza,2018-05-23
https://www.huffingtonpost.com/entry/aha-we-found-the-exact-time-to-book-cheaper-holiday_us_5a283b4ae4b0650db4d40c96,Aha! We Found The Exact Time To Book Cheaper Holiday Flights,TRAVEL,"It looks like the early bird doesn’t always get window seat, after all.","PureWow, ContributorWhat your girl crush reads online",2017-12-06
https://www.huffingtonpost.com/entry/royal-caribbean-cruise-stomach-bug_us_5a376326e4b040881bebeeda,More Than 300 Passengers Get Nasty Stomach Bug On Royal Caribbean Cruise,TRAVEL,This is the second time in less than one month that hundreds of cruise passengers have fallen ill on one of Royal Caribbean’s ships.,Rebecca Shapiro,2017-12-18
https://www.huffpost.com/entry/nfl-owners-denver-broncos_n_62f2b71fe4b0133dd5b3a77d,Broncos Make History After Being Sold For Record $4.65 Billion,SPORTS,The record $4.65 billion sale of the Denver Broncos to Walmart heir Rob Walton and his daughter and son-in-law has been unanimously approved by NFL owners.,"Dave Campbell, AP",2022-08-09
https://www.huffingtonpost.com/entry/seattle-head-tax-passes_us_5afa53d5e4b0200bcab82fea,Seattle Passes Controversial New Tax On City's Biggest Companies To Combat Housing Crisis,BUSINESS,"Following the council vote, Amazon’s vice president, Drew Herdener, said the company has resumed construction planning for its so-called Block 18 project in downtown Seattle.","Gregory Scruggs, Reuters",2018-05-15
https://www.huffingtonpost.com/entry/dog-dies-on-united-flight-after-passenger-forced-to-put-carrier-in-overhead-bin_us_5aa819aee4b0e872b4bf7d36,Dog Dies On United Flight After Passenger Forced To Put Carrier In Overhead Bin,TRAVEL,"The airlines says it takes ""full responsibility for this tragedy.""",Rebecca Shapiro,2018-03-13
https://www.huffpost.com/entry/land-o-lakes-dumps-native-america-mascot_n_5e978a28c5b6a92100e1a900,Land O'Lakes Removing Native American Woman From Packaging After 92 Years,BUSINESS,Photos of members of the farmer-owned cooperative will replace the logo used since 1928.,David Moye,2020-04-15
https://www.huffingtonpost.com/entry/star-wars-land-drone-video_us_5aa2411ee4b07047bec5099b,Disney's 'Star Wars' Land Takes Shape In New Video -- And It's Huge,TRAVEL,Aerial footage shows the massive scale of construction at Disneyland.,Ed Mazza,2018-03-09
https://www.huffpost.com/entry/severance-pay-required-toys-r-us_n_5c632e94e4b03de942966c22,Severance Pay Could Be The Next Big Progressive Labor Cause,BUSINESS,"A New Jersey bill, sparked by the Toys R Us and Sears layoffs, would require large companies to pay off workers they're dumping.",Dave Jamieson,2019-02-12
https://www.huffpost.com/entry/kamila-valieva-triple-axel-winter-olympics_n_61ffa503e4b06abdc4315f79,Watch 15-Year-Old Skater Kamila Valieva Pull Off A Winter Olympics Stunner In Team Event,SPORTS,The U.S. stumbled to nearly eliminate gold medal hopes in the team competition.,Ron Dicker,2022-02-06
https://www.huffpost.com/entry/paul-pelosi-dui-plea_n_62eaac2ce4b09d09a2c02cb0,Paul Pelosi Pleads Not Guilty To DUI Charges,POLITICS,The husband of House Speaker Nancy Pelosi was charged with driving under the influence after a May car crash in California.,,2022-08-03
https://www.huffingtonpost.com/entry/the-best-womens-hanging-toiletry-bags_us_5aa6f9a7e4b03c9edfaed75e,9 Of The Best Women's Hanging Toiletry Bags,TRAVEL,A weight has been lifted.,Brittany Nims,2018-03-12
https://www.huffpost.com/entry/tiger-woods-golf-player-meeting_n_62fbeafae4b077bb77a6703c,Tiger To Meet With Top Players Against LIV Golf,SPORTS,The PGA Tour is in Delaware for the first time and so is Tiger Woods.,"Doug Ferguson, AP",2022-08-16
https://www.huffpost.com/entry/new-things-covid-april-2021_l_608c1580e4b046202707059a,5 New Things We Learned About COVID-19 In April 2021,WELLNESS,What's the latest on pregnancy and COVID-19 risk? Is facial paralysis a concern post-vaccination? Here's what we know now.,Catherine Pearson,2021-04-30
https://www.huffpost.com/entry/denver-broncos-diversity-nfl_n_62fae8f7e4b0f48a0200e812,The Denver Broncos’ Historic Purchase Could Increase Number Of Minority-Owned NFL Teams,SPORTS,"Broncos quarterback Russell Wilson said the new ownership group, which includes two Black women, was a major move for diversity in the NFL.",Andre Ellington,2022-08-16
